Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer
130,65,150,6.5,1000,30,Urea
135,65,150,6.5,1000,30,Urea
140,65,150,6.5,1000,30,Urea
145,65,150,6.5,1000,30,Urea
150,65,150,6.5,1000,30,Urea
120,70,120,7,1100,35,Urea
125,70,120,7,1100,35,Urea
130,70,120,7,1100,35,Urea
135,70,120,7,1100,35,Urea
140,70,120,7,1100,35,Urea
145,70,120,7,1100,35,Urea
150,70,120,7,1100,35,Urea
120,75,125,7.5,1200,20,Urea
125,75,125,7.5,1200,20,Urea
130,75,125,7.5,1200,20,Urea
135,75,125,7.5,1200,20,Urea
140,75,125,7.5,1200,20,Urea
145,75,125,7.5,1200,20,Urea
150,75,125,7.5,1200,20,Urea
120,80,130,6.5,1300,25,Urea
125,80,130,6.5,1300,25,Urea
130,80,130,6.5,1300,25,Urea
135,80,130,6.5,1300,25,Urea
140,80,130,6.5,1300,25,Urea
145,80,130,6.5,1300,25,Urea
150,80,130,6.5,1300,25,Urea
120,60,135,7,1400,30,DAP
125,60,135,7,1400,30,DAP
130,60,135,7,1400,30,DAP
135,60,135,7,1400,30,DAP
140,60,135,7,1400,30,DAP
145,60,135,7,1400,30,DAP
150,60,135,7,1400,30,DAP
120,65,140,7.5,1500,35,DAP
125,65,140,7.5,1500,35,DAP
130,65,140,7.5,1500,35,DAP
135,65,140,7.5,1500,35,DAP
140,65,140,7.5,1500,35,DAP
145,65,140,7.5,1500,35,DAP
150,65,140,7.5,1500,35,DAP
120,70,145,6.5,1000,20,DAP
125,70,145,6.5,1000,20,DAP
130,70,145,6.5,1000,20,DAP
135,70,145,6.5,1000,20,DAP
140,70,145,6.5,1000,20,DAP
145,70,145,6.5,1000,20,DAP
150,70,145,6.5,1000,20,DAP
120,75,150,7,1100,25,DAP
125,75,150,7,1100,25,DAP
130,75,150,7,1100,25,DAP
135,75,150,7,1100,25,DAP
140,75,150,7,1100,25,DAP
145,75,150,7,1100,25,DAP
150,75,150,7,1100,25,DAP
120,80,120,7.5,1200,30,DAP
125,80,120,7.5,1200,30,DAP
130,80,120,7.5,1200,30,DAP
135,80,120,7.5,1200,30,DAP
140,80,120,7.5,1200,30,DAP
145,80,120,7.5,1200,30,DAP
150,80,120,7.5,1200,30,DAP
120,60,125,6.5,1300,35,MOP
125,60,125,6.5,1300,35,MOP
130,60,125,6.5,1300,35,MOP
135,60,125,6.5,1300,35,MOP
140,60,125,6.5,1300,35,MOP
145,60,125,6.5,1300,35,MOP
150,60,125,6.5,1300,35,MOP
120,65,130,7,1400,20,MOP
125,65,130,7,1400,20,MOP
130,65,130,7,1400,20,MOP
135,65,130,7,1400,20,MOP
140,65,130,7,1400,20,MOP
145,65,130,7,1400,20,MOP
150,65,130,7,1400,20,MOP
120,70,135,7.5,1500,25,MOP
125,70,135,7.5,1500,25,MOP
130,70,135,7.5,1500,25,MOP
135,70,135,7.5,1500,25,MOP
140,70,135,7.5,1500,25,MOP
145,70,135,7.5,1500,25,MOP
150,70,135,7.5,1500,25,MOP
120,75,140,6.5,1000,30,MOP
125,75,140,6.5,1000,30,MOP
130,75,140,6.5,1000,30,MOP
135,75,140,6.5,1000,30,MOP
140,75,140,6.5,1000,30,MOP
145,75,140,6.5,1000,30,MOP
150,75,140,6.5,1000,30,MOP
120,80,145,7,1100,35,MOP
125,80,145,7,1100,35,MOP
130,80,145,7,1100,35,MOP
135,80,145,7,1100,35,MOP
140,80,145,7,1100,35,MOP
145,80,145,7,1100,35,MOP
150,80,145,7,1100,35,MOP
120,60,150,7.5,1200,20,Urea
125,60,150,7.5,1200,20,Urea
130,60,150,7.5,1200,20,Urea
135,60,150,7.5,1200,20,Urea
140,60,150,7.5,1200,20,Urea
145,60,150,7.5,1200,20,Urea
150,60,150,7.5,1200,20,Urea
120,65,120,6.5,1300,25,Urea
125,65,120,6.5,1300,25,Urea
130,65,120,6.5,1300,25,Urea
135,65,120,6.5,1300,25,Urea
140,65,120,6.5,1300,25,Urea
145,65,120,6.5,1300,25,Urea
150,65,120,6.5,1300,25,Urea
120,70,125,7,1400,30,Urea
125,70,125,7,1400,30,Urea
130,70,125,7,1400,30,Urea
135,70,125,7,1400,30,Urea
140,70,125,7,1400,30,Urea
145,70,125,7,1400,30,Urea
150,70,125,7,1400,30,Urea
120,75,130,7.5,1500,35,Urea
125,75,130,7.5,1500,35,Urea
130,75,130,7.5,1500,35,Urea
135,75,130,7.5,1500,35,Urea
140,75,130,7.5,1500,35,Urea
145,75,130,7.5,1500,35,Urea
150,75,130,7.5,1500,35,Urea
120,80,135,6.5,1000,20,Urea
125,80,135,6.5,1000,20,Urea
130,80,135,6.5,1000,20,Urea
135,80,135,6.5,1000,20,Urea
140,80,135,6.5,1000,20,Urea
145,80,135,6.5,1000,20,Urea
150,80,135,6.5,1000,20,Urea
120,60,140,7,1100,25,DAP
125,60,140,7,1100,25,DAP
130,60,140,7,1100,25,DAP
135,60,140,7,1100,25,DAP
140,60,140,7,1100,25,DAP
145,60,140,7,1100,25,DAP
150,60,140,7,1100,25,DAP
120,65,145,7.5,1200,30,DAP
125,65,145,7.5,1200,30,DAP
130,65,145,7.5,1200,30,DAP
135,65,145,7.5,1200,30,DAP
140,65,145,7.5,1200,30,DAP
145,65,145,7.5,1200,30,DAP
150,65,145,7.5,1200,30,DAP
120,70,150,6.5,1300,35,DAP
125,70,150,6.5,1300,35,DAP
130,70,150,6.5,1300,35,DAP
135,70,150,6.5,1300,35,DAP
140,70,150,6.5,1300,35,DAP
145,70,150,6.5,1300,35,DAP
150,70,150,6.5,1300,35,DAP
120,75,120,7,1400,20,DAP
125,75,120,7,1400,20,DAP
130,75,120,7,1400,20,DAP
135,75,120,7,1400,20,DAP
140,75,120,7,1400,20,DAP
145,75,120,7,1400,20,DAP
150,75,120,7,1400,20,DAP
120,80,125,7.5,1500,25,DAP
125,80,125,7.5,1500,25,DAP
130,80,125,7.5,1500,25,DAP
135,80,125,7.5,1500,25,DAP
140,80,125,7.5,1500,25,DAP
145,80,125,7.5,1500,25,DAP
150,80,125,7.5,1500,25,DAP
120,60,130,6.5,1000,30,MOP
125,60,130,6.5,1000,30,MOP
130,60,130,6.5,1000,30,MOP
135,60,130,6.5,1000,30,MOP
140,60,130,6.5,1000,30,MOP
145,60,130,6.5,1000,30,MOP
150,60,130,6.5,1000,30,MOP
120,65,135,7,1100,35,MOP
125,65,135,7,1100,35,MOP
130,65,135,7,1100,35,MOP
135,65,135,7,1100,35,MOP
140,65,135,7,1100,35,MOP
145,65,135,7,1100,35,MOP
150,65,135,7,1100,35,MOP
120,70,140,7.5,1200,20,MOP
125,70,140,7.5,1200,20,MOP
130,70,140,7.5,1200,20,MOP
135,70,140,7.5,1200,20,MOP
140,70,140,7.5,1200,20,MOP
145,70,140,7.5,1200,20,MOP
150,70,140,7.5,1200,20,MOP
120,75,145,6.5,1300,25,MOP
125,75,145,6.5,1300,25,MOP
130,75,145,6.5,1300,25,MOP
135,75,145,6.5,1300,25,MOP
140,75,145,6.5,1300,25,MOP
145,75,145,6.5,1300,25,MOP
150,75,145,6.5,1300,25,MOP
120,80,150,7,1400,30,MOP
125,80,150,7,1400,30,MOP
130,80,150,7,1400,30,MOP
135,80,150,7,1400,30,MOP
140,80,150,7,1400,30,MOP
145,80,150,7,1400,30,MOP
150,80,150,7,1400,30,MOP
